Sopa ,Creme de lentilhas 
Prato ,Strogonoff de Perú com arroz branco 
Dieta ,Frango cozido c/ arroz branco 
Salada/legumes ,Feijão-verde 
Vegetariana ,Estufado de feijão vermelho com legumes (feijão verde e cenoura) com arroz 
Sobremesa ,Fruta da época 
,Leite c/ chocolate ou simples e pão com fiambre ou creme vegetal ou fruta 
Lanche ,
,Leite de soja (ou equivalente) e pão com creme vegetal ou fruta 
Terça ,
Sopa ,Creme de Cenoura com couve-flor 
Prato ,Massada de salmão com delícias do mar 
Dieta ,Salmão grelhado c/ batata cozida 
Salada/legumes ,Espinafres Salteados 
Vegetariana ,Massada de lentilhas com espinafres 
Sobremesa ,Arroz doce / Fruta da época 
,Iogurte e pão com chourição ou com creme vegetal ou fruta 
Lanche ,
,Iogurte de soja e pão com creme vegetal ou fruta 
Quarta ,
Sopa ,Creme de nabo e abóbora 
Prato ,Carne de porco à portuguesa c/ arroz de grelos 
Dieta ,Bife frango grelhado com arroz 
Salada/legumes ,Salada de alface e tomate 
Vegetariana ,Legumes salteados com arroz de ervilhas 
Sobremesa ,Fruta da época 
,Sumo ou Leite simples e pão com queijo ou creme vegetal ou fruta 
Lanche ,
,Sumo ou leite de soja e pão com creme vegetal ou fruta 
Quinta ,
Sopa ,Sopa de espinafres 
Prato ,"Rissóis de pescada com salada de batata, ervilha e cenoura "
Dieta ,Maruca cozida c/ batata 
Salada/legumes ,Salada de Alface 
Vegetariana ,"Seitan panado no forno com salada de batata, milho e cenoura "
Sobremesa ,Fruta da época 
Lanche ,Iogurte e pão com fiambre de peru ou creme vegetal ou fruta 
,Iogurte de soja e pão com creme vegetal ou fruta 
Sexta ,
Sopa ,Juliana de legumes 
Prato ,Esparguete à bolonhesa 
Dieta ,Hambúrguer grelhado c/ esparguete 
Salada/legumes ,"Salada de tomate, pepino e milho "
Vegetariana ,Bolonhesa de feijão preto com esparguete 
Sobremesa ,Fruta da época 
,Leite simples e pão com compota ou creme vegetal ou fruta 
Lanche ,
,Leite de soja (ou equivalente) e pão com compota ou creme vegetal ou fruta 
Ementa elaborada de acordo com a Circular Nº 3/DSEEAS/DGE/2013” Orientações sobre ementas e refeitórios escolares “ ,
Publicada em 11/09/2019 ,
,EXTERNATO CHAMPAGNAT 
,Semana de 2 a 6 de dezembro 
Segunda ,
Sopa ,Canja/Sopa de abobora com massinhas 
Prato ,Frango assado com arroz alegre (cenoura e milho) 
Dieta ,Frango cozido c/ arroz 
Salada/legumes ,Salada alface/tomate 
Vegetariana ,Ervilhas estufadas com arroz alegre 
Sobremesa ,Fruta da época 
,Leite c/ chocolate ou simples e pão com fiambre ou creme vegetal ou fruta 
Lanche ,
,Leite de soja (ou equivalente) e pão com creme vegetal ou fruta 
Terça ,
Sopa ,Courgette 
Prato ,"Meia desfeita de bacalhau (batata, grão, ovo cozido) "
Dieta ,Filetes de pescada grelhados c/ arroz 
Salada/legumes ,Cenoura cozida 
Vegetariana ,"Salada de grão, batata e curgete "
Sobremesa ,Fruta da época 
,Iogurte e pão com chourição ou com creme vegetal ou fruta 
Lanche ,
,Iogurte de soja e pão com creme vegetal ou fruta 
Quarta ,
Sopa ,Creme de alho francês 
Prato ,Rolo de carne (misto) com massa laços 
Dieta ,Bife de peru grelhados com massa laços 
Salada/legumes ,Salada de couve e milho 
Vegetariana ,Couscous de legumes com ervilha 
Sobremesa ,Fruta da época 
,Sumo ou Leite simples e pão com queijo ou creme vegetal ou fruta 
Lanche ,Sumo ou leite de soja e pão com creme vegetal ou fruta 
Quinta ,
Sopa ,Creme de cenoura com ervilhas 
Prato ,Douradinhos no forno com arroz de tomate 
Dieta ,Pescada cozida c/ batata 
Salada/legumes ,Salada alface/cenoura 
Vegetariana ,Falafel (bolinho de grão frito com ervas aromáticas) com arroz de tomate 
Sobremesa ,Gelatina Laranja/ Fruta da época 
Lanche ,Iogurte e pão com fiambre de peru ou creme vegetal ou fruta 
,Iogurte de soja e pão com creme vegetal ou fruta 
Sexta ,
Sopa ,Sopa de agrião 
Prato ,Lasanha de novilho 
Dieta ,Hambúrguer grelhado com esparguete 
Salada/legumes ,Salada alface e milho e cenoura 
Vegetariana ,"Feijão vermelho estufado com brócolos, cenouras e esparguete "
Sobremesa ,Fruta da época 
,Leite simples e pão com tulicreme ou creme vegetal ou fruta 
Lanche ,
,Leite de soja (ou equivalente) e pão com tulicreme ou creme vegetal ou fruta 
Ementa elaborada de acordo com a Circular Nº 3/DSEEAS/DGE/2013” Orientações sobre ementas e refeitórios escolares “ ,
Publicada em 11/09/2019 ,
,EXTERNATO CHAMPAGNAT 
,Semana de 9 a 13 de dezembro 
Segunda ,
Sopa ,Abóbora com feijão-verde 
Prato ,Bifinhos de peru com cogumelos e salada de cuscuz com pimento 
Dieta ,Bife peru grelhados com massa laços 
Salada/legumes ,Alface e tomate 
Vegetariana ,Cuscuz com estufado de feijão e legumes 
Sobremesa ,Fruta da época 
,Leite c/ chocolate ou simples e pão com fiambre ou creme vegetal ou fruta 
Lanche ,
,Leite de soja (ou equivalente) e pão com creme vegetal ou fruta 
Terça ,
Sopa ,Creme de alface 
Prato ,Salmão assado c/ batata-doce assada 
Dieta ,Salmão grelhado c/ batata cozida 
Salada/legumes ,Legumes estufados 
Vegetariana ,Batata-doce assada com grão e legumes (curgete e cenoura) 
Sobremesa ,Mousse de chocolate / Fruta da época 
,Iogurte e pão com chourição ou com creme vegetal ou fruta 
Lanche ,
,Iogurte de soja e pão com creme vegetal ou fruta 
Quarta ,
Sopa ,Lombarda com feijão 
Prato ,Arroz de carnes (vaca e porco) com chouriço 
Dieta ,Carne de vaca cozida com arroz branco 
Salada/legumes ,Salada tomate e milho 
Vegetariana ,Quinoa com legumes com seitan salteado 
Sobremesa ,Fruta da época 
,Sumo ou Leite simples e pão com queijo ou creme vegetal ou fruta 
Lanche ,
,Sumo ou leite de soja e pão com creme vegetal ou fruta 
Quinta ,
Sopa ,Creme de cenoura 
Prato ,
Dieta ,"Salada russa de atum (batata, ervilhas, cenoura e ovo cozido) "
Salada/legumes ,Maruca cozida com batata e cenoura cozida 
Vegetariana ,Alface e cenoura ralada 
,Pastéis de feijão e batata com arroz branco 
Sobremesa ,
,Fruta da época 
Lanche ,Iogurte e pão com fiambre de peru ou creme vegetal ou fruta 
,Iogurte de soja e pão com creme vegetal ou fruta 
Sexta ,
Sopa ,Brócolos 
Prato ,Febras de cebolada com esparguete 
Dieta ,Bifes de frango grelhados com esparguete 
Salada/legumes ,Salada de cenoura e beterraba 
Vegetariana ,"Paella vegetariana (arroz, ervilhas, tomate, brócolos) "
Sobremesa ,Fruta da época 
,Leite simples e pão com compota ou creme vegetal ou fruta 
Lanche ,
,Leite de soja (ou equivalente) e pão com compota ou creme vegetal ou fruta 
Ementa elaborada de acordo com a Circular Nº 3/DSEEAS/DGE/2013” Orientações sobre ementas e refeitórios escolares “ ,
Publicada em 11/09/2019 ,
,EXTERNATO CHAMPAGNAT 
,Semana de 16 a 20 de dezembro 
Segunda ,
Sopa ,Agrião 
Prato ,Hambúrguer aves c/ fusilli tricolor 
Dieta ,Hambúrguer aves grelhado c/ fusilli tricolor 
Salada/legumes ,Salada alface 
Vegetariana ,Hambúrguer de batata e feijão com fusili tricolor 
Sobremesa ,Fruta da época 
,Leite c/ chocolate ou simples e pão com fiambre ou creme vegetal ou fruta 
Lanche ,
,Leite de soja (ou equivalente) e pão com creme vegetal ou fruta 
Terça ,
Sopa ,Lentilhas 
Prato ,"Pescada à portuguesa com salada de batata (batata, feijão verde e cenoura) "
Dieta ,Pescada cozida c/ batata 
Salada/legumes ,Salada tomate 
Vegetariana ,Açorda de soja com tomate e cenoura 
Sobremesa ,Gelatina Morango/ Fruta da época 
,Iogurte e pão com chourição ou com creme vegetal ou fruta 
Lanche ,
,Iogurte de soja e pão com creme vegetal ou fruta 
Quarta ,
Sopa ,Creme de couve-flor 
Prato ,Bifes de frango estufados com esparguete 
Dieta ,Bifes de frango grelhados com esparguete 
Salada/legumes ,Alface e tomate 
Vegetariana ,Arroz de cogumelos e couve-flor com feijão preto 
Sobremesa ,Fruta da época 
,Sumo ou Leite simples e pão com queijo ou creme vegetal ou fruta 
Lanche ,
,Sumo ou leite de soja e pão com creme vegetal ou fruta 
Quinta ,
Sopa ,Feijão-verde 
Prato ,Pastéis de bacalhau com arroz de tomate 
Dieta ,Bacalhau cozido c/ batata 
Salada/legumes ,Salada de alface e tomate 
Vegetariana ,"Salada de grão, batata, feijão-verde e cenoura "
Sobremesa ,Fruta da época 
Lanche ,Iogurte e pão com fiambre de peru ou creme vegetal ou fruta 
,Iogurte de soja e pão com creme vegetal ou fruta 
Sexta ,
Sopa ,Juliana 
Prato ,"Jardineira de vaca (batata, ervilha e cenoura) "
Dieta ,Carne de vaca cozida com batata 
Salada/legumes ,Couve bruxelas 
Vegetariana ,"Jardineira de ervilhas com batata, cenoura e tomate "
Sobremesa ,Fruta da época 
,Leite simples e pão com tulicreme ou creme vegetal ou fruta 
Lanche ,
,Leite de soja (ou equivalente) e pão com tulicreme ou creme vegetal ou fruta 
Ementa elaborada de acordo com a Circular Nº 3/DSEEAS/DGE/2013” Orientações sobre ementas e refeitórios escolares “ ,
Publicada em 11/09/2019 ,
,EXTERNATO CHAMPAGNAT 
,Semana de 23 a 27 de dezembro 
Segunda ,
Sopa ,Abobora e ervilhas 
Prato ,Vitela estufada c/ Batatas fritas 
Dieta ,Bife peru grelhado c/ esparguete 
Salada/legumes ,Salada alface/tomate 
Vegetariana ,Esparguete de seitan com cogumelos 
Sobremesa ,Fruta da época 
,Leite c/ chocolate ou simples e pão com fiambre ou creme vegetal ou fruta 
Lanche ,
,Leite de soja (ou equivalente) e pão com creme vegetal ou fruta 
Terça ,
Sopa ,Creme de Nabo com courgete 
Prato ,Lasanha de atum 
Dieta ,Maruca cozida c/ puré de batata 
Salada/legumes ,Cenoura e feijão-verde 
Vegetariana ,Salada de grão com legumes 
Sobremesa ,Fruta da época 
,Iogurte e pão com chourição ou com creme vegetal ou fruta 
Lanche ,
,Iogurte de soja e pão com creme vegetal ou fruta 
Quarta ,
Sopa ,
Prato ,
Dieta ,
Salada/legumes ,
,FERIADO 
Vegetariana ,
Sobremesa ,
Lanche ,
Quinta ,
Sopa ,Sopa de couve-flor 
Prato ,Filete de Perca estufada com molho de tomate e puré de batata 
Dieta ,Pescada cozida c/ cenoura e batata 
Salada/legumes ,"Espinafres, cenoura e cogumelos "
Vegetariana ,Couscous de legumes com tofu 
Sobremesa ,Mousse de morango / Fruta da época 
Lanche ,Iogurte e pão com fiambre de peru ou creme vegetal ou fruta 
Sexta ,Iogurte de soja e pão com creme vegetal ou fruta 
Sopa ,Creme cenoura com coentros 
Prato ,Arroz de pato com cenoura 
Dieta ,Frango cozido c/ arroz 
Salada/legumes ,Salada de alface e milho 
Vegetariana ,Guisadinho de ervilhas e cogumelos com arroz de cenoura 
Sobremesa ,Fruta da época 
,Leite simples e pão com compota ou creme vegetal ou fruta 
Lanche ,
,Leite de soja (ou equivalente) e pão com compota ou creme vegetal ou fruta 
Ementa elaborada de acordo com a Circular Nº 3/DSEEAS/DGE/2013” Orientações sobre ementas e refeitórios escolares “ ,
Publicada em 11/09/2019 ,
,EXTERNATO CHAMPAGNAT 
,Semana de 30 de dezembro a 3 de janeiro 
Segunda ,
Sopa ,Alho alface 
Prato ,Peru estufado com ervilhas c/ arroz 
Dieta ,Bife peru grelhado c/ arroz 
Salada/legumes ,Salada de tomate e pepino 
Vegetariana ,"Estufado de legumes (alho francês, feijão manteiga, curgete) com arroz árabe "
Sobremesa ,Fruta da época 
,Leite c/ chocolate ou simples e pão com fiambre ou creme vegetal ou fruta 
Lanche ,
,Leite de soja (ou equivalente) e pão com creme vegetal ou fruta 
Terça ,
Sopa ,Creme legumes com repolho 
Prato ,Bacalhau à Gomes de Sá (com ovo) 
Dieta ,Bacalhau cozido c/ batata 
Salada/legumes ,Espinafres 
Vegetariana ,"Salada de grão com batata, brócolos e broa "
Sobremesa ,Gelatina pêssego/ Fruta da época 
,Iogurte e pão com chourição ou com creme vegetal ou fruta 
Lanche ,
,Iogurte de soja e pão com creme vegetal ou fruta 
Quarta ,
Sopa ,
Prato ,
Dieta ,FERIADO 
Salada/legumes ,
Vegetariana ,
Sobremesa ,
Lanche ,
Quinta ,
Sopa ,Feijão com espinafres 
Prato ,Filete Salmão assado com batata 
Dieta ,Salmão grelhado c/ batata 
Salada/legumes ,Legumes salteados 
Vegetariana ,Legumes salteados com tofú e batata 
Sobremesa ,Fruta da época 
Lanche ,Iogurte e pão com fiambre de peru ou creme vegetal ou fruta 
,Iogurte de soja e pão com creme vegetal ou fruta 
Sexta ,
Sopa ,Creme de cenoura 
Prato ,Frango de tomatada com fusili tricolor 
Dieta ,Frango cozido c/ batata cozida 
Salada/legumes ,Salada cenoura e milho 
Vegetariana ,Lentilhas de tomatada com fusili tricolor 
Sobremesa ,Fruta da época 
,Leite simples e pão com tulicreme ou creme vegetal ou fruta 
Lanche ,
,Leite de soja (ou equivalente) e pão com tulicreme ou creme vegetal ou fruta 
Ementa elaborada de acordo com a Circular Nº 3/DSEEAS/DGE/2013” Orientações sobre ementas e refeitórios escolares “ ,
Publicada em 11/09/2019 ,
